Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
RES_05667,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05668,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech CSE,3,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05669,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 4 years in computer science projects and software engineering practice.",M.Tech CSE,4,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05670,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 3 years in computer science projects and software engineering practice.",B.Sc CS,3,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05671,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05672,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech ECE,3,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05673,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05674,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 0 years in computer science projects and software engineering practice.",M.Tech CSE,0,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05675,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech ECE,2,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05676,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech ECE,2,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05677,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech CSE,1,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05678,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 3 years in computer science projects and software engineering practice.",B.Sc CS,3,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05679,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 4 years in computer science projects and software engineering practice.",M.Tech CSE,4,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05680,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 4 years in computer science projects and software engineering practice.",M.Tech CSE,4,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05681,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech CSE,4,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05682,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05683,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05684,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 3 years in computer science projects and software engineering practice.",B.Sc CS,3,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05685,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech IT,4,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05686,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05687,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 2 years in computer science projects and software engineering practice.",M.Tech CSE,2,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05688,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech ECE,1,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05689,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05690,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05691,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech ECE,0,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05692,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 5 years in computer science projects and software engineering practice.",B.Sc CS,5,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05693,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05694,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 1 years in computer science projects and software engineering practice.",M.Tech CSE,1,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05695,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05696,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 3 years in computer science projects and software engineering practice.",M.Tech CSE,3,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05697,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05698,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech IT,4,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05699,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05700,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05701,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05702,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech CSE,0,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05703,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05704,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 2 years in computer science projects and software engineering practice.",B.Sc CS,2,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05705,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05706,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 3 years in computer science projects and software engineering practice.",M.Tech CSE,3,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05707,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech CSE,3,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05708,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech IT,3,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05709,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 5 years in computer science projects and software engineering practice.",B.Sc CS,5,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05710,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech ECE,2,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05711,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 2 years in computer science projects and software engineering practice.",M.Tech CSE,2,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05712,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05713,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 0 years in computer science projects and software engineering practice.",B.Sc CS,0,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05714,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 3 years in computer science projects and software engineering practice.",M.Tech CSE,3,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05715,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 4 years in computer science projects and software engineering practice.",M.Tech CSE,4,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05716,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech IT,2,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05717,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 5 years in computer science projects and software engineering practice.",B.Sc CS,5,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05718,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 1 years in computer science projects and software engineering practice.",B.Sc CS,1,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05719,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech ECE,2,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05720,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05721,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05722,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech CSE,5,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05723,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05724,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech CSE,1,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05725,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 2 years in computer science projects and software engineering practice.",M.Tech CSE,2,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05726,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech CSE,3,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05727,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech ECE,4,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05728,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 0 years in computer science projects and software engineering practice.",B.Sc CS,0,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05729,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05730,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 5 years in computer science projects and software engineering practice.",B.Sc CS,5,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05731,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech CSE,5,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05732,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 5 years in computer science projects and software engineering practice.",B.Sc CS,5,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05733,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech ECE,4,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05734,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech ECE,2,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05735,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech ECE,0,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05736,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05737,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech CSE,2,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_05738,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_05739,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_05740,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech ECE,3,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_05741,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 1 years in computer science projects and software engineering practice.",M.Tech CSE,1,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_05742,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech IT,4,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_05743,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_05744,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_05745,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_05746,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_05747,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 2 years in computer science projects and software engineering practice.",B.Sc CS,2,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
