job_id,category,job_title,job_description,job_skill_set
JOB_0603,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0604,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0605,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0606,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0607,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0608,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0609,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0610,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0611,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0612,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0613,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0614,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0615,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0616,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0617,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0618,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0619,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0620,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0621,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0622,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0623,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0624,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0625,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0626,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0627,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0628,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0629,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0630,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0631,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0632,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0633,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0634,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0635,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0636,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0637,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0638,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0639,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0640,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0641,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0642,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0643,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0644,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0645,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0646,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0647,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0648,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0649,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0650,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0651,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0652,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0653,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0654,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0655,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0656,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0657,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0658,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0659,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0660,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0661,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0662,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0663,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0664,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0665,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0666,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0667,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0668,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0669,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0670,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0671,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0672,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0673,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0674,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0675,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0676,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0677,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0678,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0679,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0680,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0681,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0682,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0683,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0684,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0685,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0686,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0687,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0688,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0689,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0690,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0691,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0692,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
JOB_0693,Engineering,Backend Developer,"Architect backend microservices, database schemas, and RESTful API endpoints. Looking for passionate candidate with strong skills in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker.","Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, Docker"
JOB_0694,Data,Data Analyst,"Analyze complex business datasets, create visualizations, and report key business metrics. Looking for passionate candidate with strong skills in Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication.","Python, SQL, Pandas, NumPy, Statistics, Power BI, Excel, Communication"
JOB_0695,Data,Data Scientist,"Build predictive statistical models, machine learning algorithms, and data insights pipeline. Looking for passionate candidate with strong skills in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization.","Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, Data Visualization"
JOB_0696,Data,Machine Learning Engineer,"Train and deploy deep learning models, LLM applications, and ML infrastructure. Looking for passionate candidate with strong skills in Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS.","Python, TensorFlow, PyTorch, Scikit-learn, Machine Learning, MLOps, Docker, AWS"
JOB_0697,Infrastructure,DevOps / Cloud Engineer,"Manage cloud infrastructure, CI/CD pipelines, containerized applications and server reliability. Looking for passionate candidate with strong skills in Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git.","Linux, Docker, Kubernetes, AWS, CI/CD, Terraform, Python, Git"
JOB_0698,Security,Cybersecurity Analyst,"Monitor network security, perform vulnerability audits, and implement threat defenses. Looking for passionate candidate with strong skills in Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing.","Cybersecurity, Network Security, Linux, Python, Firewalls, Penetration Testing"
JOB_0699,Engineering,QA / Automation Engineer,"Design automated test suites, integration tests, and ensure application quality. Looking for passionate candidate with strong skills in QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git.","QA Automation, Selenium, Python, JavaScript, Jest, CI/CD, Git"
JOB_0700,Engineering,Software Engineer,"Build scalable software applications, core APIs, and system components. Looking for passionate candidate with strong skills in Java, C++, Python, Data Structures, Algorithms, SQL, Git.","Java, C++, Python, Data Structures, Algorithms, SQL, Git"
JOB_0701,Engineering,Full Stack Developer,"Develop end-to-end web applications using modern frontend frameworks and backend servers. Looking for passionate candidate with strong skills in JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs.","JavaScript, React, Node.js, Express.js, HTML, CSS, SQL, Git, REST APIs"
JOB_0702,Engineering,Frontend Developer,"Create responsive, accessible user interfaces and interactive frontend experiences. Looking for passionate candidate with strong skills in JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack.","JavaScript, TypeScript, React, HTML, CSS, Figma, Webpack"
